,url,timestamp,sentence,RR
0,https://www.stevehargadon.com/2012/12/wednesday-talk-live-with-gina-bianchini.html,2019-04-24T05:48:33Z,Then join us Wednesday using the link below to the event's Blackboard Collaborate room.,F
1,https://www.martinkloss.com/news/fujitsu-visit-2010/,2019-04-22T06:15:49Z,"As in previous years, I had the privilege of working as a host alongside my collegue Verena Wriedt and the great team from Head of Event.",F
2,http://tonyandkaylene.com/albuterol-pills-buy-online.html,2019-04-23T18:41:28Z,Diflucan zonder voorschrift albuterol sulfate order online how much does glucophage cost without insurance generic albuterol solution what is the medicine doxycycline hyclate.,F
3,https://www.atheans.ie/2019/04/ipads-and-story-creator-app/,2019-04-20T10:25:09Z,!,F
4,https://www.plant-world-seeds.com/store/view_seed_item/4793,2019-04-25T12:33:15Z,"New, rare, delicious, and barely ever available in the Western World, the beige skin of this fruit contains luscious flesh which is sweet, tasty and delicious, and which is translucent white, with the shiny brown seed visible inside, looking like the pupil of an eye.",T
5,https://www.ssww.com/item/color-splash-round-uv-bead-assortment-BE1217/,2019-04-24T04:57:14Z,I wish that these beads were offered in different colors but from experience these colors are pretty much the colors you get.,T
6,http://worldinfozone.com/country.php?country=Bangladesh,2019-04-24T20:47:30Z,"Formerly East Pakistan, it also borders on Myanmar (Burma).",F
7,https://gretnapolice.com/citizen-resources/submit/submit-anonymous-tip/,2019-04-21T16:03:07Z,"If you wish to be contacted, please leave you email address below.",F
8,https://whoswhoincannabis.com/tylerstratford,2019-04-26T01:52:04Z,"Some may just have company name, some may have registered address and limited contact information, but all will have some record of the license, of course.",F
9,https://www.reuters.com/article/us-usa-antibiotics-yum-insight/kfc-faces-pressure-after-mcdonalds-says-no-antibiotics-in-chicken-idUSKBN0M80B720150312,2019-04-23T22:39:04Z,"Poultry rated A is what’s typically found at retail, while poultry rated B or C is usually used in further-processed products where the meat is cut up, chopped, or ground, according to a USDA website.",F
10,http://images.ourontario.ca/whitby/2738077/data,2019-04-23T22:15:12Z,Whitby Archives A2013_042_142.,F
11,http://thousandbars.blogspot.com/2007_10_28_archive.html,2019-04-19T23:11:50Z,"Alas, it is an argument she will never win.",T
12,https://www.ultraboardgames.com/roma/game-rules.php,2019-04-18T19:29:38Z,Laying a card costs the number of sestertii shown on the card.,T
13,https://blogs.cisco.com/gov/may_7_2007_french_election_results,2019-04-22T22:46:00Z,They’re waiting for it.,F
14,https://shopping.drugsourceinc.com/shopping_product_detail.asp?pid=1681,2019-04-19T10:33:54Z,"Due to the personal nature of these items, returns will not be accepted.",F
15,https://saskatoonexpress.com/2019/03/25/major-changes-coming-to-jazz-festival/,2019-04-18T16:42:52Z,"For a major concert, the visiting acts need the time to unload their equipment, set up the stage as they see fit, and do sound checks, usually at about four in the afternoon.",F
16,https://www.terabyteunlimited.com/ucf/viewtopic.php?p=12723,2019-04-25T11:48:59Z,"It's freeware, open source and has versions that run in Windows, Mac, Linux and Android.",F
17,https://www.greengoodsusa.com/forbo-marmoleum-composition-tile.html,2019-04-22T02:08:41Z,"Made from natural renewable ingredients, MCT features inherent bacteria repelling properties to keep you healthy.",F
18,https://kodiakcontrols.com/sanitary-instruments/,2019-04-18T20:44:21Z,A rugged 316 SS or epoxy-coated aluminum enclosure gives uncompromising protection.,F
19,http://vaucyacu6.cba.pl/forex-market-articles-your-friend-or-enemy.html,2019-04-23T06:57:50Z,The companies provided a negative balance protection at the time if adverse market situations.,F
20,https://www.colorwaysbyvicki.com/blog/oldies-but-goodies-week,2019-04-23T08:35:16Z,"I plan on a little hiking, a little kayaking and a lot of reading and sewing....and eating.",F
21,https://www.lastminute.com/flights/granada-barcelona,2019-04-25T21:07:55Z,Greetings!,F
22,http://www.tuskerette.com/,2019-04-19T20:51:44Z,Play and enjoy the song.,F
23,https://www.1card.com/blog/2016/03/04/unique-experiences-of-campus-card-administrators,2019-04-25T00:17:23Z,I can definitely attest to this as a past campus card administrator.,F
24,https://jesuscaballero.com/belmond-reid-palace-funchal-wedding-photographer/,2019-04-24T08:58:49Z,Welcome!,F
25,http://odorokikarakon.info/decorative-wall-sconces-candle-holders/fashionable-wall-candle-holders-theblackdrop-decor-regarding-with-regard-to-decorative-sconces-inspirations-5/,2019-04-20T20:22:52Z,"Tap The Thumbnail Bellow to See Related Gallery of ""Fashionable Wall Candle Holders Theblackdrop Decor Regarding With Regard To Decorative Sconces Inspirations 5""",F
26,https://uk.reuters.com/business/stocks/officer-profile/SOLJ.J/2574577,2019-04-25T00:57:49Z,"Prior to that, he was the Managing Director of Sasol Infrachem.",F
27,http://rocknrollcocktail.com/megadeth-return-juggernaut-metal-show-live-review-exclusive-photos/,2019-04-19T06:29:57Z,"A mix of classics, set staples and of course a few surprises along the way.",F
28,http://www.summerlands-chuffer.co.uk/coal-firing/4577411811,2019-04-23T20:55:24Z,"The first two films feature the John Shawe Manning Wardle ""Ace"" which he converted from a standard Roundhouse loco.",T
29,https://shiptons.ca/shiptons-blog.php?postID=183&article=the-time-is-now-help-others-this-holiday-season-cash-in-on-hvac-savings,2019-04-19T09:17:52Z,"If you are like many of our customers who have older HVAC systems, you are likely hoping your existing furnace or boiler system will make it through yet another notorious Canadian winter without breaking down or conking out.",T
30,http://lists.netfilter.org/pipermail/netfilter-cvslog/2009-January/006210.html,2019-04-21T06:13:11Z,hash callbacks registered when the hashtable is created.,F
31,http://swanmore-school.co.uk/pupils/home2school/,2019-04-19T12:43:55Z,This will allow you to access your school documents and shared resources like the R drive.,F
32,https://malikuvhnusadech.eu/5-euro-storten-online-casino.html,2019-04-21T22:51:19Z,Mr play casino Casino bonus ersteinzahlung 5 Euros Free.,F
33,http://www.map-france.com/Boinville-en-Mantois-78930/,2019-04-24T01:03:53Z,"To search hotels, housings, tourist information office, administrations or other services, use the Google search integrated to the map on the following page : ""map Boinville-en-Mantois"".",F
34,http://ryokoja.info/2019/03/11/peavey-tnt-130-manual_7w/,2019-04-25T04:50:29Z,Spotted dog-eat-dog that crisscross foxily?,F
35,https://www.thirstynest.com/products/siena-nero-with-28-bottle-touch-screen,2019-04-20T07:08:34Z,"Stately and slightly intimidating, just like the captains of industry you're sure to become — soon.",T
36,http://northeastox.com/Categories/398/Hunting/Rifles/Long-Range,2019-04-20T05:03:16Z,"One of the advantages to centerfire rifles is that they extend the lethal reach of the hunter significantly, sometimes VERY significantly.",F
37,https://argyllbirdclub.org/january-2017/,2019-04-22T12:32:16Z,"Kingfisher - Airds Bay, Taynuilt 17 Jan (Mike Harrison).",F
38,https://www.bids.com/products/14k_rose_gold_briolette_garnet_necklace_certified_2,2019-04-19T06:33:05Z,Pair it with matching earrings for a superb combination!,F
39,http://www.zaponline.org/forums/viewtopic.php?f=15&t=682&p=2622,2019-04-18T22:28:55Z,The machines closest to me are at the Sony Metreon in Frisco and Golfland in Sunnyvale.,F
40,https://aecombenefits.com/free-flu-shots/,2019-04-23T00:24:59Z,See the Flu Shot FAQs.,F
41,https://www.blenheim.nl/lawyers/dutch-business-lawyer,2019-04-22T08:39:03Z,"We advise start-ups on their legal rights and duties, including the duties and responsibilities of corporate officers.",F
42,http://adbility.com/adwiki/Voxant,2019-04-19T17:10:57Z,"This page was last modified on 21 September 2015, at 17:18.",F
43,https://www.barovicklawny.com/birth-injury-lawyer/,2019-04-22T08:39:18Z,"If the attorney believes that there was negligence that caused the injury, they will let the parents know that they should go ahead with the case.",T
44,https://www.nbcbayarea.com/blogs/press-here/Google-Gets--155407475.html,2019-04-23T15:04:36Z,"These days it’s not unusual for us to receive more than 250,000 requests each week, which is more than what copyright owners asked us to remove in all of 2009.",F
45,http://bagbakery.com/index.php?route=product/product&path=59&product_id=64,2019-04-23T02:30:07Z,Comes with removable cross body strap or remo..,F
46,https://decibel45.livejournal.com/7518.html,2019-04-18T14:25:16Z,"In more disturbing news, Carmen (one of the snakes) wouldn't eat today.",F
47,https://filehippo.com/jp/download_usb_network_gate_mac/,2019-04-20T08:43:46Z,"Sometimes publishers take a little while to make this information available, so please check back in a few days to see if it has been updated.",F
48,https://www.fencesnorthernvirginia.com/hercules-in-action/centreville-fence-company/,2019-04-23T22:15:41Z,Fences are some of the best security measures you can take because they effectively keep intruders and criminals away from a property.,T
49,https://www.zeigtucker.com/product/practice-of-psychology-the-battle-for-professionalism/,2019-04-20T01:19:16Z,The editors and authors of The Practice of Psychology: The Battle for Professionalism take us back so that we may better understand how we got to where we are – and to get a better view of what lies ahead.,F
50,https://chicago.cbslocal.com/2015/08/20/dutchie-caray-gets-honorary-street-name-along-magnificent-mile/,2019-04-24T20:08:02Z,"Pearson Street between Michigan Avenue and Mies van der Rohe Way was dedicated as Honorary Dutchie Caray Way, in honor of the widow of legendary Cubs and White Sox broadcaster Harry Caray.",F
51,http://100share.com/Miniature-Camera-operates.htm,2019-04-23T18:30:53Z,"Easy to use, robust and affordable, this smart, new dual wavelength sensor is available for shipping now in individual or OEM quantities.",F
52,http://nextlondonolympics2012.blogspot.com/2012/05/london-2012-basketball-schedule.html,2019-04-26T14:33:15Z,The men’s quarter-finals and women’s semi-finals onwards will then move to the North Greenwich Arena.,F
53,http://ekme.gr/project-type/reactors,2019-04-25T13:47:23Z,Tube material : SB 395/71500_16BWG_581pcs.,F
54,https://lucian.uchicago.edu/blogs/bling/2011/03/06/jason-riggle-at-ucsd/,2019-04-25T14:06:57Z,"After describing qualitative differences among the types of variation they allow, I assess the ability of these three models to fit observed patterns of variation and ask whether there is (or could be) an empirical basis for selecting one of them.",T
55,http://www.homedepot.ca/product/amerock-grace-revitalize-1-3-4-inch-44mm-dia-knob-oil-rubbed-bronze/1001069751,2019-04-21T10:17:23Z,Grace Revitalize 1-3/4 Inch (44mm) DIA Knob - Oil-Rubbed Bronze Amerock Grace Revitalize 1-3/4in(44mm) DIA Knob is finished in Oil-Rubbed Bronze.,F
56,http://thorenfeldtconstruction.com/completedprojects/burlingame-luxury-condominiums-904-bayswater-Ave.html,2019-04-20T19:06:02Z,"Crisp white walls, crown moldings, and designer light fixtures.",F
57,http://41photovideo.com/portfolio,2019-04-18T20:17:48Z,. . Quince Photography so much fun .,F
58,https://www.esquire.com/news-politics/news/a9033/bloomberg-accidental-gold-medal/,2019-04-22T01:17:18Z,Simple maintenance of a manhole can thrust Gotham into gridlock.,F
59,https://www.addictivetips.com/windows-tips/pdfelement-6-pro-review/,2019-04-25T12:35:20Z,"When you open a form in the app, it automatically detects that it’s a form and selects the ‘Form’ tab on the ribbon for you.",F
60,https://tosnews.com/en/terror-attack-death-toll-raised-235-egyptian-warplanes-strike-terrorist/7054,2019-04-24T18:01:44Z,Some witnesses said they had seen around 20 attackers.,F
61,https://therealdeal.com/2015/05/08/how-de-blasios-affordable-housing-strategy-won-rebnys-support/,2019-04-23T14:09:52Z,"In struggling markets, 30 percent of units would have to meet “affordability” requirements, but those requirements exceed the average rent in those markets.",F
62,https://www.genesishealth.com/about/community-benefit/,2019-04-26T10:12:18Z,Immunization Reminders -- Genesis Health Group sends out a postcard to patients reminding them about scheduling their recommended screenings and immunizations.,F
63,http://www.martialartsaustralia.com.au/kravmagadefensivetactics/cooroy-4563,2019-04-23T06:22:17Z,Martial Arts Australia helps you find the best and most trusted defensive tactics instructors Cooroy Krav Defensive Tactics schools.,F
64,http://leadroof.org.uk/pdf/download-Stochastic-Models-for-Laser-Propagation-in-Atmospheric-Turbulence-1989/,2019-04-22T19:08:46Z,The download Stochastic Models for has out gather to use!,F
65,https://rotarypittsfield.org/Stories/with-fellowship-free-beers-for-all,2019-04-18T21:16:42Z,"Jeff needs a head count by today if you want in on some tasty craft beers, and probably some halfway decent company as well.",F
66,https://www.musicnetwork.ch/en/brands/dpa-microphones/d-dicate-recording-mics/d-dicate-4007c-omnidirectional-microphone-p48-compact,2019-04-24T10:51:07Z,This microphone is also suitable for a wide range of applications from AB stereo pair to measurement requirements.,F
67,http://archive.handbook.unimelb.edu.au/view/2010/scwk90020/,2019-04-22T16:23:34Z,Average of 70% across all first year subjects and completion of 196753 Communication and Interviewing Skills and 196754 Supervised Field Placement 1 on first attempts.,F
68,https://www.marriott.co.uk/hotels/travel/rdube-fairfield-inn-and-suites-raleigh-durham-airport-brier-creek/,2019-04-22T13:13:52Z,Stay productive during your time at our hotel.,F
69,http://risingkashmir.com/news/horticulture-and-pesticides-347471.html,2019-04-24T15:00:42Z,The government had reported in the past that unexpected change in weather patterns is primarily responsible for the degradation of horticulture industry.,F
70,https://folkpractice.wordpress.com/about/partners/,2019-04-24T19:45:20Z,This is our blog and homepage.,F
71,https://www.gotaukulele.com/2016/02/what-to-take-to-ukulele-gig.html?showComment=1455906590062,2019-04-25T20:27:16Z,Some would include a musician's throat spray (commercial or your own homebrew).,F
72,http://sevantownsend.com/books/forces-excerpt/,2019-04-21T04:50:47Z,“What’s happening?” Sven’s voice came back.,F
73,https://zebrulaequestrian.com.au/products/turquoise-dressage-pad-with-crystals,2019-04-26T12:41:47Z,STUNNING dressage with thick 20mm padding finished with crystals the whole way around!,F
74,https://thefiringline.com/forums/showthread.php?t=197210,2019-04-21T02:53:56Z,Just curious...why would you mount your optic out on the rail as opposed to on the upper receiver with a BUIS?,F
75,https://www.spiegel.de/fotostrecke/photo-gallery-the-kill-team-in-afghanistan-fotostrecke-65981-3.html,2019-04-20T03:14:07Z,Court martial proceedings are currently being prepared against 12 suspects.,F
76,https://infosecwriters.com/articles/2016/01/14/firewalls-small-business,2019-04-26T16:17:49Z,Notice that the firewall is located between your network and the Internet.,F
77,https://annajewishthoughts.wordpress.com/2015/09/,2019-04-18T20:56:36Z,"Oh, I realize I’m writing primarily for myself.",F
78,https://www.etsy.com/listing/664501688/star-and-garnet-sterling-silver-cuff?ref=shop_home_active_16,2019-04-22T11:35:16Z,"If you are in between sizes, please order the larger bracelet.",F
79,http://www.fedcyber.com/2012/05/02/cybercom-as-a-standalone-combatant-command-international-cooperation-on-cyber-and-mre/,2019-04-22T14:44:34Z,More here.,F
80,https://www.spacer.com.au/parking-camperdown-parramatta-rd-nsw-68608,2019-04-25T07:01:10Z,Park space is located on the opposite side of Parramatta Road.,F
81,https://land8.com/portfolio-design-time/,2019-04-21T20:45:51Z,Lead-time: This is important for two reasons: whether it will it be ready in time for you to use at your next opportunity AND to demonstrate to others (employers!),F
82,http://golfari.com/tasmania/how-to-make-emojis-bigger-on-messenger.php,2019-04-25T21:12:43Z,Make Your Facebook Messenger Emoji's Bigger The side of emoji in Facebook Messenger is adjustable if you know where to look.,F
83,http://ires.ku.edu.bh/speaker/dr-jazla-fadda/,2019-04-22T15:55:59Z,"Dr. Fadda is a prominent public health specialist with many credentials at national, regional and international levels.",F
84,https://rickladd.com/2014/08/21/a-most-propitious-phone-call/,2019-04-23T21:02:11Z,You can follow any responses to this entry through the RSS 2.0 feed.,F
85,https://cameronzvxv.wordpress.com/2014/12/06/business-newslocker-2/,2019-04-24T04:19:35Z,"I cant tell you that right now its confidential Lenders have seen every possible scenario, profit youre making, supplier terms, manufactures terms, supply contracts etc.",F
86,http://blog.petercairnsphotography.com/2015/06/control-and-contradictions/,2019-04-20T06:25:04Z,This is NOT a suitable model on which to build a sustainable world.,T
87,https://pallensmith.com/2014/01/26/growing-citrus-in-containers/,2019-04-22T16:50:53Z,Space isn’t an issue with potted plants.,F
88,http://modelivery.com/index.php?lang=en,2019-04-21T00:10:06Z,Overseas (via Register Airmail) : 6 USD (over 3 sheets add 1 USD per sheet).,F
89,https://diagnostics.roche.com/global/en/article-listing/global-access-program.html,2019-04-19T06:52:31Z,Primary care of infants and children with HIV.,F
90,https://roadsdiverge.wordpress.com/2014/04/23/share-your-world-week-16/,2019-04-22T12:54:02Z,"Currently, however, I’m living in Dortmund, Germany.",F
91,https://reviews.history.ac.uk/review/1788,2019-04-26T12:08:42Z,"Fashion is not, we are told, a peculiar Western obsession, but, in terms of production and consumption, a global phenomenon (and perhaps it always was – imperialism simply denied the possibility of being fashionable to those it deemed unworthy).",F
92,https://dennisranch.com/2015/04/22/same-old-same-old-2/,2019-04-24T06:10:12Z,"Chance and I went and kicked a bunch of pairs north into the next pasture.. brought home a cow of Tates who’s stoopid and never knows where her calf is.. not sure what the deal is this time, but we got some milk out of her, brought the calf in and fed a little to him.. a few minutes ago when I looked he was sucking.. Tate needs to cull her.. she’s a pain every year… I went to Punkin Center and got the oil changed in Teddy and some different hind shoes on him.. the others didn’t hardly have any tread left.. then when I got back me and AB ( Addy Bear) took some bean down to the cows and then I hauled big rocks in, then went and harnessed up the team and hauled a bale up west and trotted all over looking around.. everything seemed to be hunky dorry.",T
93,https://www.showerpaninstall.com/wa/shower-pan-in-orondo/,2019-04-25T08:30:05Z,Our crew of highly trained contractors will provide the expertise that you require with the most sophisticated technologies in the market.,F
94,https://fintechvector.com/en/,2019-04-23T10:07:50Z,Bank fintech for children: control or care?,F
95,https://www.stardust-memorials.com/Ocean-Sand-Footprints-Urn.html,2019-04-26T14:11:30Z,"A natural urn for a water sendoff of a loved one's ashes, the Oceane Sand Footprints Biodegradable Urn is a popular, eco-friendly choice.",F
96,http://blogs.seattletimes.com/huskymensbasketball/2006/02/07/changes_ahead/,2019-04-23T06:26:43Z,"Also, Romar said there is still a chance that Harvey Perry will play this season.",F
97,http://designlover.co/free-online-resume-making-sites/free-online-resume-making-sites-on-line-resume-builder-free-luxury-empty-resume-0d-archives/,2019-04-18T18:43:48Z,I hope you’ll like it.,F
98,https://www.thefacepaintingshop.com/Make%20Up/Stargazer-Loose-Powders-the-face-painting-shop,2019-04-18T22:22:13Z,This 100% oil-free formula sets concealer and foundation applications with a comfortable daily use colour.,F
99,https://winstanleyrims.com/product/50mm-full-carbon-clincher-wheelset/,2019-04-20T01:11:49Z,Aero Race Spokes (Black) by Pillar.,F